Division,Line,Station Name,Station Latitude,Station Longitude,Route1,Route2,Route3,Route4,Route5,Route6,Route7,Route8,Route9,Route10,Route11,Entrance Type,Entry,Exit Only,Vending,Staffing,Staff Hours,ADA,ADA Notes,Free Crossover,North South Street,East West Street,Corner,Entrance Latitude,Entrance Longitude,Station Location,Entrance Location
IND,Fulton,Jay St - Borough Hall,40.692338,-73.987342,A,C,F,R,,,,,,,,Easement,YES,,YES,NONE,,FALSE,,TRUE,Jay St,Metrotech Walk,SW,40.693243,-73.987402,"(40.692338, -73.987342)","(40.693243, -73.987402)"
IND,Fulton,Jay St - Borough Hall,40.692338,-73.987342,A,C,F,R,,,,,,,,Easement,YES,,YES,NONE,,FALSE,,TRUE,Jay St,Metrotech Walk,SE,40.693491,-73.987089,"(40.692338, -73.987342)","(40.693491, -73.987089)"
IND,Fulton,Jay St - Borough Hall,40.692338,-73.987342,A,C,F,R,,,,,,,,Easement,YES,,YES,NONE,,FALSE,,TRUE,Jay St,Metrotech Walk,SW,40.693153,-73.987408,"(40.692338, -73.987342)","(40.693153, -73.987408)"
IND,Fulton,Jay St - Borough Hall,40.692338,-73.987342,A,C,F,R,,,,,,,,Escalator,YES,,YES,NONE,,FALSE,,TRUE,Jay St,Metrotech Walk,SW,40.693153,-73.987484,"(40.692338, -73.987342)","(40.693153, -73.987484)"
IND,Fulton,Jay St - Borough Hall,40.692338,-73.987342,A,C,F,R,,,,,,,,Escalator,YES,,YES,NONE,,FALSE,,TRUE,Jay St,Metrotech Walk,SW,40.693243,-73.987481,"(40.692338, -73.987342)","(40.693243, -73.987481)"
IND,Fulton,Jay St - Borough Hall,40.692338,-73.987342,A,C,F,R,,,,,,,,Stair,NO,,NO,NONE,,FALSE,,TRUE,Jay St,Willoughby St,NE,40.692397,-73.987162,"(40.692338, -73.987342)","(40.692397, -73.987162)"
IND,Fulton,Jay St - Borough Hall,40.692338,-73.987342,A,C,F,R,,,,,,,,Stair,NO,,NO,NONE,,FALSE,,TRUE,Jay St,Willoughby St,NE,40.692329,-73.987167,"(40.692338, -73.987342)","(40.692329, -73.987167)"
IND,Fulton,Jay St - Borough Hall,40.692338,-73.987342,A,C,F,R,,,,,,,,Stair,NO,,NO,NONE,,FALSE,,TRUE,Jay St,Fulton St,NE,40.691559,-73.987208,"(40.692338, -73.987342)","(40.691559, -73.987208)"
IND,Fulton,Jay St - Borough Hall,40.692338,-73.987342,A,C,F,R,,,,,,,,Stair,NO,,NO,NONE,,FALSE,,TRUE,Jay St,Fulton St,NW,40.6917,-73.987461,"(40.692338, -73.987342)","(40.691700, -73.987461)"
IRT,Lexington,14th St-Union Square,40.734673,-73.989951,L,N,Q,R,4,5,6,,,,,Easement,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,14th St,NE,40.734406,-73.989437,"(40.734673, -73.989951)","(40.734406, -73.989437)"
IRT,Lexington,14th St-Union Square,40.734673,-73.989951,L,N,Q,R,4,5,6,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,14th St,SE,40.73418,-73.989549,"(40.734673, -73.989951)","(40.734180, -73.989549)"
IRT,Lexington,14th St-Union Square,40.734673,-73.989951,L,N,Q,R,4,5,6,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,14th St,SE,40.734222,-73.989674,"(40.734673, -73.989951)","(40.734222, -73.989674)"
IRT,Lexington,14th St-Union Square,40.734673,-73.989951,L,N,Q,R,4,5,6,,,,,Easement,YES,,YES,NONE,,FALSE,,TRUE,4th Ave,15th St,SW,40.735184,-73.989793,"(40.734673, -73.989951)","(40.735184, -73.989793)"
IRT,Lexington,14th St-Union Square,40.734673,-73.989951,L,N,Q,R,4,5,6,,,,,Stair,YES,,NO,NONE,,FALSE,,TRUE,4th Ave,14th St,SW,40.734495,-73.990311,"(40.734673, -73.989951)","(40.734495, -73.990311)"
IRT,Lexington,14th St-Union Square,40.734673,-73.989951,L,N,Q,R,4,5,6,,,,,Stair,YES,,NO,NONE,,FALSE,,TRUE,4th Ave,14th St,SW,40.734444,-73.990184,"(40.734673, -73.989951)","(40.734444, -73.990184)"
IRT,Lexington,59th St,40.762526,-73.967967,N,Q,R,4,5,6,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,Lexington Avenue,East 60th Street,SW,40.762836,-73.96804,"(40.762526, -73.967967)","(40.762836, -73.968040)"
IRT,Lexington,59th St,40.762526,-73.967967,N,Q,R,4,5,6,,,,,,Easement,YES,,YES,NONE,,FALSE,,TRUE,Lexington Ave,60th St,SE,40.76266,-73.967625,"(40.762526, -73.967967)","(40.762660, -73.967625)"
IRT,Lexington,59th St,40.762526,-73.967967,N,Q,R,4,5,6,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,Lexington Ave,59th St,NW,40.762414,-73.968371,"(40.762526, -73.967967)","(40.762414, -73.968371)"
IRT,Lexington,59th St,40.762526,-73.967967,N,Q,R,4,5,6,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,Lexington Ave,59th St,SW,40.762266,-73.968479,"(40.762526, -73.967967)","(40.762266, -73.968479)"
IRT,Lexington,59th St,40.762526,-73.967967,N,Q,R,4,5,6,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,Lexington Ave,60th St,NE,40.762835,-73.967554,"(40.762526, -73.967967)","(40.762835, -73.967554)"
IRT,Lexington,59th St,40.762526,-73.967967,N,Q,R,4,5,6,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,Lexington Ave,59th St,SE,40.762069,-73.968016,"(40.762526, -73.967967)","(40.762069, -73.968016)"
IRT,Lexington,59th St,40.762526,-73.967967,N,Q,R,4,5,6,,,,,,Stair,NO,,NO,NONE,,FALSE,,TRUE,Lexington Ave,60th St,NW,40.762986,-73.96785,"(40.762526, -73.967967)","(40.762986, -73.967850)"
IRT,Lexington,Borough Hall,40.692404,-73.990151,R,2,3,4,5,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Court St,Joralemon St,SE,40.69234,-73.99056,"(40.692404, -73.990151)","(40.692340, -73.990560)"
IRT,Lexington,Borough Hall,40.692404,-73.990151,R,2,3,4,5,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Court St,Joralemon St,SE,40.692299,-73.990301,"(40.692404, -73.990151)","(40.692299, -73.990301)"
IRT,Lexington,Borough Hall,40.692404,-73.990151,R,2,3,4,5,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Court St,Joralemon St,NE,40.692548,-73.990099,"(40.692404, -73.990151)","(40.692548, -73.990099)"
IRT,Lexington,Borough Hall,40.692404,-73.990151,R,2,3,4,5,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Court St,Joralemon St,NE,40.692588,-73.990572,"(40.692404, -73.990151)","(40.692588, -73.990572)"
IRT,Lexington,Borough Hall,40.692404,-73.990151,R,2,3,4,5,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,Court St,Joralemon St,SW,40.692489,-73.991193,"(40.692404, -73.990151)","(40.692489, -73.991193)"
IRT,Lexington,Canal St,40.718803,-74.000193,J,N,Q,R,Z,6,,,,,,Stair,YES,,YES,FULL,,TRUE,Bway Nass not ADA,TRUE,Lafayette St,Canal St,SE,40.718155,-74.000317,"(40.718803, -74.000193)","(40.718155, -74.000317)"
IRT,Lexington,Canal St,40.718803,-74.000193,J,N,Q,R,Z,6,,,,,,Stair,YES,,YES,FULL,,TRUE,Bway Nass not ADA,TRUE,Lafayette St,Canal St,SE,40.718197,-74.000388,"(40.718803, -74.000193)","(40.718197, -74.000388)"
IRT,Lexington,Canal St,40.718803,-74.000193,J,N,Q,R,Z,6,,,,,,Elevator,YES,,YES,NONE,,TRUE,Bway Nass not ADA,TRUE,Lafayette St,Canal St,NE,40.718304,-74.000138,"(40.718803, -74.000193)","(40.718304, -74.000138)"
IRT,Lexington,Canal St,40.718803,-74.000193,J,N,Q,R,Z,6,,,,,,Stair,YES,,YES,NONE,,TRUE,Bway Nass not ADA,TRUE,Lafayette St,Canal St,NE,40.718358,-74.000216,"(40.718803, -74.000193)","(40.718358, -74.000216)"
IRT,Lexington,Canal St,40.718803,-74.000193,J,N,Q,R,Z,6,,,,,,Elevator,NO,,NO,NONE,,TRUE,Bway Nass not ADA,TRUE,Lafayette St,Canal St,NW,40.718589,-74.000552,"(40.718803, -74.000193)","(40.718589, -74.000552)"
IRT,Lexington,Canal St,40.718803,-74.000193,J,N,Q,R,Z,6,,,,,,Stair,NO,,NO,NONE,,TRUE,Bway Nass not ADA,TRUE,Lafayette St,Canal St,SW,40.718506,-74.000826,"(40.718803, -74.000193)","(40.718506, -74.000826)"
IRT,Lexington,Canal St,40.718803,-74.000193,J,N,Q,R,Z,6,,,,,,Stair,NO,,NO,NONE,,TRUE,Bway Nass not ADA,TRUE,Lafayette St,Canal St,NW,40.718638,-74.000623,"(40.718803, -74.000193)","(40.718638, -74.000623)"
BMT,Nassau,Canal St,40.718092,-73.999892,J,N,Q,R,Z,6,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,Centre St,Canal St,SW,40.717823,-74.000326,"(40.718092, -73.999892)","(40.717823, -74.000326)"
IND,Queens Boulevard,36th St,40.752039,-73.928781,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,35th St,38th Ave,NE,40.752232,-73.928775,"(40.752039, -73.928781)","(40.752232, -73.928775)"
IND,Queens Boulevard,36th St,40.752039,-73.928781,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,35th St,38th Ave,SW,40.752198,-73.929263,"(40.752039, -73.928781)","(40.752198, -73.929263)"
IND,Queens Boulevard,36th St,40.752039,-73.928781,M,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,34th St,Northern Blvd,SW,40.751868,-73.930585,"(40.752039, -73.928781)","(40.751868, -73.930585)"
IND,Queens Boulevard,36th St,40.752039,-73.928781,M,R,,,,,,,,,,Stair,YES,,NO,NONE,,FALSE,,FALSE,36th St,Northern Blvd,NE,40.752238,-73.927662,"(40.752039, -73.928781)","(40.752238, -73.927662)"
IND,Queens Boulevard,36th St,40.752039,-73.928781,M,R,,,,,,,,,,Stair,YES,,NO,NONE,,FALSE,,FALSE,36th St,Northern Blvd,SE,40.75193,-73.927141,"(40.752039, -73.928781)","(40.751930, -73.927141)"
IND,Queens Boulevard,46th St,40.756312,-73.913333,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,46th St,Broadway,NW,40.756868,-73.914303,"(40.756312, -73.913333)","(40.756868, -73.914303)"
IND,Queens Boulevard,46th St,40.756312,-73.913333,M,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,48th St,Newtown Rd,NE,40.756029,-73.91218,"(40.756312, -73.913333)","(40.756029, -73.912180)"
IND,Queens Boulevard,46th St,40.756312,-73.913333,M,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,46th St,Broadway,SW,40.756624,-73.914407,"(40.756312, -73.913333)","(40.756624, -73.914407)"
IND,Queens Boulevard,46th St,40.756312,-73.913333,M,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,48th St,Broadway,SE,40.755813,-73.912642,"(40.756312, -73.913333)","(40.755813, -73.912642)"
IND,Queens Boulevard,63rd Drive-Rego Park,40.729846,-73.861604,M,R,,,,,,,,,,Stair,YES,Yes,YES,FULL,,FALSE,,TRUE,63rd Rd,Queens Blvd,SW,40.729953,-73.862699,"(40.729846, -73.861604)","(40.729953, -73.862699)"
IND,Queens Boulevard,63rd Drive-Rego Park,40.729846,-73.861604,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,63rd Rd,Queens Blvd,NE,40.729265,-73.860814,"(40.729846, -73.861604)","(40.729265, -73.860814)"
IND,Queens Boulevard,63rd Drive-Rego Park,40.729846,-73.861604,M,R,,,,,,,,,,Stair,NO,Yes,NO,NONE,,FALSE,,TRUE,63rd Rd,Queens Blvd,NE,40.730417,-73.862373,"(40.729846, -73.861604)","(40.730417, -73.862373)"
IND,Queens Boulevard,63rd Drive-Rego Park,40.729846,-73.861604,M,R,,,,,,,,,,Stair,NO,,NO,NONE,,FALSE,,TRUE,63rd Dr,Queens Blvd,NW,40.730037,-73.861343,"(40.729846, -73.861604)","(40.730037, -73.861343)"
IND,Queens Boulevard,63rd Drive-Rego Park,40.729846,-73.861604,M,R,,,,,,,,,,Stair,NO,,NO,NONE,,FALSE,,TRUE,63rd Dr,Queens Blvd,SW,40.729574,-73.861751,"(40.729846, -73.861604)","(40.729574, -73.861751)"
IND,Queens Boulevard,63rd Drive-Rego Park,40.729846,-73.861604,M,R,,,,,,,,,,Stair,NO,,NO,NONE,,FALSE,,TRUE,64th Rd,Queens Blvd,SE,40.728847,-73.859668,"(40.729846, -73.861604)","(40.728847, -73.859668)"
IND,Queens Boulevard,63rd Drive-Rego Park,40.729846,-73.861604,M,R,,,,,,,,,,Stair,NO,,NO,NONE,,FALSE,,TRUE,64th Rd,Queens Blvd,NW,40.729774,-73.860489,"(40.729846, -73.861604)","(40.729774, -73.860489)"
IND,Queens Boulevard,65th St,40.749669,-73.898453,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,65th St,Broadway,SE,40.749145,-73.897495,"(40.749669, -73.898453)","(40.749145, -73.897495)"
IND,Queens Boulevard,65th St,40.749669,-73.898453,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,65th St,Broadway,NE,40.74933,-73.897382,"(40.749669, -73.898453)","(40.749330, -73.897382)"
IND,Queens Boulevard,67th Av,40.726523,-73.852719,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,67th Ave,Queens Blvd,SE,40.726598,-73.853534,"(40.726523, -73.852719)","(40.726598, -73.853534)"
IND,Queens Boulevard,67th Av,40.726523,-73.852719,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,67th Ave,Queens Blvd,NE,40.727073,-73.853226,"(40.726523, -73.852719)","(40.727073, -73.853226)"
IND,Queens Boulevard,67th Av,40.726523,-73.852719,M,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,67th Dr,Queens Blvd,SW,40.72603,-73.852186,"(40.726523, -73.852719)","(40.726030, -73.852186)"
IND,Queens Boulevard,67th Av,40.726523,-73.852719,M,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,67th Dr,Queens Blvd,NW,40.726367,-73.851592,"(40.726523, -73.852719)","(40.726367, -73.851592)"
IND,Queens Boulevard,Elmhurst Av,40.742454,-73.882017,M,R,,,,,,,,,,Stair,YES,,NO,FULL,,FALSE,,FALSE,Elmhurst Ave,Broadway,SE,40.741729,-73.881135,"(40.742454, -73.882017)","(40.741729, -73.881135)"
IND,Queens Boulevard,Elmhurst Av,40.742454,-73.882017,M,R,,,,,,,,,,Stair,YES,,NO,FULL,,FALSE,,FALSE,Elmhurst Ave,Broadway,NW,40.742066,-73.881039,"(40.742454, -73.882017)","(40.742066, -73.881039)"
IND,Queens Boulevard,Elmhurst Av,40.742454,-73.882017,M,R,,,,,,,,,,Stair,YES,,NO,FULL,,FALSE,,FALSE,Elmhurst Ave,Broadway,SW,40.741861,-73.881457,"(40.742454, -73.882017)","(40.741861, -73.881457)"
IND,Queens Boulevard,Elmhurst Av,40.742454,-73.882017,M,R,,,,,,,,,,Stair,YES,,NO,FULL,,FALSE,,FALSE,Britton Ave,Broadway,NW,40.742937,-73.882708,"(40.742454, -73.882017)","(40.742937, -73.882708)"
IND,Queens Boulevard,Elmhurst Av,40.742454,-73.882017,M,R,,,,,,,,,,Stair,YES,,NO,FULL,,FALSE,,FALSE,Britton Ave,Broadway,SW,40.742791,-73.883025,"(40.742454, -73.882017)","(40.742791, -73.883025)"
IND,Queens Boulevard,Forest Hills-71st Av,40.721691,-73.844521,E,F,M,R,,,,,,,,Stair,YES,,YES,FULL,,FALSE,in planning,TRUE,71st,Queens Blvd,SE,40.7211,-73.844039,"(40.721691, -73.844521)","(40.721100, -73.844039)"
IND,Queens Boulevard,Forest Hills-71st Av,40.721691,-73.844521,E,F,M,R,,,,,,,,Stair,YES,,YES,FULL,,FALSE,in planning,TRUE,71st,Queens Blvd,NE,40.72149,-73.843389,"(40.721691, -73.844521)","(40.721490, -73.843389)"
IND,Queens Boulevard,Forest Hills-71st Av,40.721691,-73.844521,e,F,M,R,,,,,,,,Stair,YES,,YES,NONE,,FALSE,in planning,TRUE,70th Rd,Queens Blvd,NW,40.722269,-73.845153,"(40.721691, -73.844521)","(40.722269, -73.845153)"
IND,Queens Boulevard,Forest Hills-71st Av,40.721691,-73.844521,E,F,M,R,,,,,,,,Stair,YES,,YES,NONE,,FALSE,in planning,TRUE,71st,Queens Blvd,SW,40.721409,-73.844632,"(40.721691, -73.844521)","(40.721409, -73.844632)"
IND,Queens Boulevard,Forest Hills-71st Av,40.721691,-73.844521,E,F,M,R,,,,,,,,Stair,YES,,YES,NONE,,FALSE,in planning,TRUE,108th St,Queens Blvd,NW,40.721916,-73.844352,"(40.721691, -73.844521)","(40.721916, -73.844352)"
IND,Queens Boulevard,Grand Av-Newtown,40.737015,-73.877223,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,54th St,Queens Blvd,SE,40.735888,-73.876886,"(40.737015, -73.877223)","(40.735888, -73.876886)"
IND,Queens Boulevard,Grand Av-Newtown,40.737015,-73.877223,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,54th St,Queens Blvd,NE,40.736277,-73.876424,"(40.737015, -73.877223)","(40.736277, -73.876424)"
IND,Queens Boulevard,Grand Av-Newtown,40.737015,-73.877223,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,54th St,Queens Blvd,SW,40.736075,-73.877167,"(40.737015, -73.877223)","(40.736075, -73.877167)"
IND,Queens Boulevard,Grand Av-Newtown,40.737015,-73.877223,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,Broadway,Queens Blvd,SE,40.737354,-73.877191,"(40.737015, -73.877223)","(40.737354, -73.877191)"
IND,Queens Boulevard,Grand Av-Newtown,40.737015,-73.877223,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,Broadway,Queens Blvd,SW,40.737477,-73.877424,"(40.737015, -73.877223)","(40.737477, -73.877424)"
IND,Queens Boulevard,Jackson Heights-Roosevelt Ave,40.746644,-73.891338,E,F,M,R,7,,,,,,,Door,YES,,YES,FULL,,TRUE,,TRUE,75th St,Roosevelt Ave,SW,40.746784,-73.890958,"(40.746644, -73.891338)","(40.746784, -73.890958)"
IND,Queens Boulevard,Jackson Heights-Roosevelt Ave,40.746644,-73.891338,E,F,M,R,7,,,,,,,Door,YES,,YES,FULL,,TRUE,,TRUE,75th St,Broadway,NW,40.746597,-73.890955,"(40.746644, -73.891338)","(40.746597, -73.890955)"
IND,Queens Boulevard,Jackson Heights-Roosevelt Ave,40.746644,-73.891338,E,F,M,R,7,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,73rd St,37th Rd,NE,40.747238,-73.892146,"(40.746644, -73.891338)","(40.747238, -73.892146)"
IND,Queens Boulevard,Jackson Heights-Roosevelt Ave,40.746644,-73.891338,E,F,M,R,7,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,73rd St,Broadway,SW,40.747034,-73.892555,"(40.746644, -73.891338)","(40.747034, -73.892555)"
IND,Queens Boulevard,Jackson Heights-Roosevelt Ave,40.746644,-73.891338,E,F,M,R,7,,,,,,,Stair,NO,,NO,NONE,,TRUE,,TRUE,75th St,Broadway,SE,40.745988,-73.890208,"(40.746644, -73.891338)","(40.745988, -73.890208)"
IND,Queens Boulevard,Jackson Heights-Roosevelt Ave,40.746644,-73.891338,E,F,M,R,7,,,,,,,Stair,NO,,NO,NONE,,TRUE,,TRUE,75th St,Broadway,NE,40.746391,-73.890285,"(40.746644, -73.891338)","(40.746391, -73.890285)"
IND,Queens Boulevard,Jackson Heights-Roosevelt Ave,40.746644,-73.891338,E,F,M,R,7,,,,,,,Stair,NO,,NO,NONE,,TRUE,,TRUE,74th St,Roosevelt Av,SW,40.746527,-73.891461,"(40.746644, -73.891338)","(40.746527, -73.891461)"
IND,Queens Boulevard,Northern Blvd,40.752885,-73.906006,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,54th St,Northern Blvd,NW,40.753086,-73.907119,"(40.752885, -73.906006)","(40.753086, -73.907119)"
IND,Queens Boulevard,Northern Blvd,40.752885,-73.906006,M,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,54th St,Broadway,SW,40.753428,-73.906847,"(40.752885, -73.906006)","(40.753428, -73.906847)"
IND,Queens Boulevard,Queens Plaza,40.748973,-73.937243,E,M,R,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Jackson Ave,West St,SW,40.748705,-73.938471,"(40.748973, -73.937243)","(40.748705, -73.938471)"
IND,Queens Boulevard,Queens Plaza,40.748973,-73.937243,E,M,R,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Jackson Ave,Queens Blvd,SW,40.749086,-73.937896,"(40.748973, -73.937243)","(40.749086, -73.937896)"
IND,Queens Boulevard,Queens Plaza,40.748973,-73.937243,E,M,R,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Jackson Ave,Queens Blvd,SE,40.748697,-73.937364,"(40.748973, -73.937243)","(40.748697, -73.937364)"
IND,Queens Boulevard,Queens Plaza,40.748973,-73.937243,E,M,R,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Jackson Ave,Queens Blvd,NE,40.748807,-73.937057,"(40.748973, -73.937243)","(40.748807, -73.937057)"
IND,Queens Boulevard,Queens Plaza,40.748973,-73.937243,E,M,R,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Jackson Ave,West St,SE,40.748466,-73.938244,"(40.748973, -73.937243)","(40.748466, -73.938244)"
IND,Queens Boulevard,Queens Plaza,40.748973,-73.937243,E,M,R,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,Northern Blvd,41st Ave,SE,40.749577,-73.936094,"(40.748973, -73.937243)","(40.749577, -73.936094)"
IND,Queens Boulevard,Queens Plaza,40.748973,-73.937243,E,M,R,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,Northern Blvd,41st Ave,NW,40.749857,-73.936198,"(40.748973, -73.937243)","(40.749857, -73.936198)"
IND,Queens Boulevard,Steinway St,40.756879,-73.92074,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,Steinway St,Broadway,SW,40.758143,-73.919842,"(40.756879, -73.92074)","(40.758143, -73.919842)"
IND,Queens Boulevard,Steinway St,40.756879,-73.92074,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,Steinway St,Broadway,SE,40.758279,-73.919433,"(40.756879, -73.92074)","(40.758279, -73.919433)"
IND,Queens Boulevard,Steinway St,40.756879,-73.92074,M,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,Steinway St,34th Ave,SW,40.756583,-73.921108,"(40.756879, -73.92074)","(40.756583, -73.921108)"
IND,Queens Boulevard,Steinway St,40.756879,-73.92074,M,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,Steinway St,34th Ave,NE,40.756673,-73.920622,"(40.756879, -73.92074)","(40.756673, -73.920622)"
IND,Queens Boulevard,Woodhaven Blvd,40.733106,-73.869229,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,Woodhaven Blvd,Queens Blvd,SE,40.733041,-73.870334,"(40.733106, -73.869229)","(40.733041, -73.870334)"
IND,Queens Boulevard,Woodhaven Blvd,40.733106,-73.869229,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,Woodhaven Blvd,Queens Blvd,SW,40.733354,-73.870983,"(40.733106, -73.869229)","(40.733354, -73.870983)"
IND,Queens Boulevard,Woodhaven Blvd,40.733106,-73.869229,M,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,59th Ave,Queens Blvd,NE,40.733555,-73.869588,"(40.733106, -73.869229)","(40.733555, -73.869588)"
IND,Queens Boulevard,Woodhaven Blvd,40.733106,-73.869229,M,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,Horace Harding Expwy,Queens Blvd,NE,40.733188,-73.868605,"(40.733106, -73.869229)","(40.733188, -73.868605)"
